userid,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48
019acd030e0cdf674dda03e2a8ca4369,3,3,3,3,2,2,2,3,4,3,2,2,4,2,1,1,3,3,3,2,1,2,2,3,2,1,1,2,3,3,4,2,1,2,2,1,4,2,4,3,1,1,3,3,1,1,1,3
d2cbecf98ecf5cedc5bc4a7424a9b45b,4,4,4,1,2,4,2,2,4,4,4,3,4,4,4,2,3,4,3,3,3,4,1,3,3,4,4,4,4,4,4,2,2,2,2,2,4,4,3,4,1,1,3,1,1,2,3,4
f8b14f2f4a8cf03bfa6f6015edf67fa4,3,3,3,3,1,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,2,4,3,4,3,3,3,2,4,3,4,2,3,3,2,4,3,3,3,3,1,3,3,4,1,2,3,2
93b07b2e74219fd9d4a8258387777331,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4
a57c29d7c57ec1482b0153faabbcdc83,4,4,4,4,3,3,4,3,4,4,4,4,3,3,3,4,4,3,4,2,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,1,3,4,3,4,4,4,4,4
2b9c05028e9f87bb21b1305bf3208d7a,4,1,4,4,4,4,2,1,4,4,4,4,4,1,3,1,4,2,1,1,1,4,4,4,4,2,3,3,3,4,4,4,4,1,1,1,2,4,1,4,4,3,4,2,4,4,4,4
f2fcad797511767c3f070cf9ea15d5b2,2,1,3,3,1,1,1,2,2,1,4,2,1,1,1,1,2,2,3,2,1,3,3,2,3,3,3,2,2,3,2,2,1,2,2,2,3,3,1,4,1,3,2,2,4,2,3,3
b2649fdf2e1a530529735f6a297d2323,3,3,2,2,2,3,2,2,3,3,2,2,4,3,3,2,2,2,3,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,1,1,4,2,2,2,2,2
bcfbd3f8f69a013ed4fb0784088de7ff,3,2,3,2,3,3,2,3,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,2,2,1,1,3,3,3,3,2,2
ed24364797978f661338b50865cd1236,2,2,3,3,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,2,2,3,3,2,3,2,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3
35b551a830ef9b78aed0c2d2cefdc9bd,3,4,4,3,3,3,2,2,1,2,3,3,4,2,3,1,3,1,4,1,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,4,3,2,3,3,2
49135199bfc3943f78910386dabcd423,1,3,2,3,1,2,1,2,2,2,2,1,2,1,1,3,3,3,4,1,1,4,4,1,1,3,1,2,2,3,4,2,2,2,4,4,2,3,3,3,3,2,3,2,2,1,1,1
4a0b194c35027203f99e2d2c7e7b6213,3,4,4,3,1,3,2,1,3,4,3,4,3,2,4,3,3,2,4,4,3,2,1,4,2,2,4,4,4,4,4,2,4,4,4,3,4,4,1,1,1,3,2,3,3,3,3,3
f042e7c1b1fb21318ea0608eb40f0120,3,2,3,3,3,2,2,2,3,3,2,2,3,3,2,2,2,2,3,3,2,4,2,3,4,2,2,2,3,2,4,3,2,3,2,3,2,2,3,2,2,3,3,2,2,2,2,3
fa5b3a5211c7df0685492e45302a8815,2,3,2,3,1,1,1,1,1,3,2,2,2,1,2,3,3,3,2,1,1,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1
d7663e4ff7fdaece43963e64331f5525,3,3,3,2,2,3,4,2,4,4,2,4,2,2,3,3,3,3,3,4,2,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,2,3,2,3,1,2,3,3,2,3,3,3
9205274bf160759a7a27928b718b82d9,4,4,1,1,1,4,3,1,1,4,4,1,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,1,4,2,4,3,1,3,2,4
468ef38d4daef73281670aa0a8110a1a,2,1,3,2,2,3,1,1,3,4,2,3,1,1,3,1,1,4,3,1,3,3,4,4,3,1,1,2,3,1,3,2,2,2,2,2,2,1,3,3,1,1,4,1,1,1,1,3
c5721f60eac3a50a10fc9a59881aac29,1,4,1,1,1,4,1,1,1,1,4,4,4,1,4,1,1,4,1,4,4,4,1,4,4,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4
c9febcf368ffb0af2ec61cde63302683,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3
34a57f4705fa2af6bfc354453ff4f432,3,2,3,2,2,2,2,2,2,2,2,3,4,3,2,3,2,3,2,2,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,2,3,3,1,2,4,3,4,2,2,3
ffc7749aa8337fadddcbd42d9cf6e5ec,4,4,4,4,1,4,3,4,4,3,3,4,2,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,2,3,3,3,2,4,3,3,4,4,4,4
35b2c5e191dd8ae5b79c9c57c6be2345,3,3,3,2,2,2,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,2,2,2,3,1,1,2,1,1,2,2,3
